"Ref","Name","Location","Type"
"K-0475","Iroquois","US-NY","National Wildlife Refuge"
"K-0476","Montezuma","US-NY","National Wildlife Refuge"
"K-0477","Oyster Bay","US-NY","National Wildlife Refuge"
"K-0478","Seatuck","US-NY","National Wildlife Refuge"
"K-0479","Shawangunk Grasslands","US-NY","National Wildlife Refuge"
"K-0480","Target Rock","US-NY","National Wildlife Refuge"
"K-0481","Wertheim","US-NY","National Wildlife Refuge"
"K-0482","Cedar Point","US-OH","National Wildlife Refuge"
"K-0483","Ottawa","US-OH","National Wildlife Refuge"
"K-0484","West Sister Island","US-OH","National Wildlife Refuge"
"K-0485","Deep Fork","US-OK","National Wildlife Refuge"
"K-0486","Little River","US-OK","National Wildlife Refuge"
"K-0487","Optima","US-OK","National Wildlife Refuge"
"K-0488","Ozark Plateau","US-OK","National Wildlife Refuge"
"K-0489","Salt Plains","US-OK","National Wildlife Refuge"
"K-0490","Sequoyah","US-OK","National Wildlife Refuge"
"K-0491","Tishomingo","US-OK","National Wildlife Refuge"
"K-0492","Washita","US-OK","National Wildlife Refuge"
"K-0493","Wichita Mountains","US-OK","National Wildlife Refuge"
"K-0494","Ankeny","US-OR","National Wildlife Refuge"
"K-0495","Bandon Marsh","US-OR","National Wildlife Refuge"
"K-0496","Baskett Slough","US-OR","National Wildlife Refuge"
"K-0497","Bear Valley","US-OR","National Wildlife Refuge"
"K-0498","Cape Meares","US-OR","National Wildlife Refuge"
"K-0499","Cold Springs","US-OR","National Wildlife Refuge"
"K-0500","Hart Mountain","US-OR","National Antelope Refuge"
"K-0501","Klamath Marsh","US-OR","National Wildlife Refuge"
"K-0502","Malheur","US-OR","National Wildlife Refuge"
"K-0503","McKay Creek","US-OR","National Wildlife Refuge"
"K-0504","Nestucca Bay","US-OR","National Wildlife Refuge"
"K-0505","Oregon Islands","US-OR","National Wildlife Refuge"
"K-0506","Siletz Bay","US-OR","National Wildlife Refuge"
"K-0507","Three Arch Rocks","US-OR","National Wildlife Refuge"
"K-0508","Tualatin River","US-OR","National Wildlife Refuge"
"K-0509","Upper Klamath","US-OR","National Wlidlife Refuge"
"K-0510","William L. Finley","US-OR","National Wildlife Refuge"
"K-0511","Erie","US-PA","National Wildlife Refuge"
"K-0512","John Heinz","US-PA","National Wildlife Refuge"
"K-0513","Block Island","US-RI","National Wildlife Refuge"
"K-0514","John H. Chafee","US-RI","National Wildlife Refuge"
"K-0515","Ninigret","US-RI","National Wildlife Refuge"
"K-0516","Sachuest Point","US-RI","National Wildlife Refuge"
"K-0517","Trustom Pond","US-RI","National Wildlife Refuge"
"K-0518","Cape Romain","US-SC","National Wildlife Refuge"
"K-0519","Carolina Sandhills","US-SC","National Wildlife Refuge"
"K-0520","Ernest F. Hollings ACE Basin","US-SC","National Wildlife Refuge"
"K-0521","Santee","US-SC","National Wildlife Refuge"
"K-0522","Savannah","US-GA","National Wildlife Refuge"
"K-0523","Tybee","US-SC","National Wildlife Refuge"
"K-0524","Waccamaw","US-SC","National Wildlife Refuge"
"K-0525","Huron","US-SD","Wetland Management District"
"K-0526","Karl E. Mundt","US-SD","National Wildlife Refuge"
"K-0527","Lacreek","US-SD","National Wildlife Refuge"
"K-0528","Lake Andes","US-SD","National Wildlife Refuge"
"K-0529","Madison","US-SD","Wetland Management District"
"K-0530","Sand Lake","US-SD","National Wildlife Refuge"
"K-0531","Waubay","US-SD","National Wildlife Refuge"
"K-0532","Waubay","US-SD","Wetland Management District"
"K-0533","Chickasaw","US-TN","National Wildlife Refuge"
"K-0534","Cross Creek","US-TN","National Wildlife Refuge"
"K-0535","Hatchie","US-TN","National Wildlife Refuge"
"K-0536","Lake Isom","US-TN","National Wildlife Refuge"
"K-0537","Lower Hatchie","US-TN","National Wildlife Refuge"
"K-0538","Reelfoot","US-TN","National Wildlife Refuge"
"K-0539","Tennessee","US-TN","National Wildlife Refuge"
"K-0540","Anahuac","US-TX","National Wildlife Refuge"
"K-0541","Aransas","US-TX","National Wildlife Refuge"
"K-0542","Attwater Prairie Chicken","US-TX","National Wildlife Refuge"
"K-0543","Balcones Canyonlands","US-TX","National Wildlife Refuge"
"K-0544","Big Boggy","US-TX","National Wildlife Refuge"
"K-0545","Brazoria","US-TX","National Wildlife Refuge"
"K-0546","Buffalo Lake","US-TX","National Wildlife Refuge"
"K-0547","Grulla","US-NM","National Wildlife Refuge"
"K-0548","Hagerman","US-TX","National Wildlife Refuge"
"K-0549","Laguna Atascosa","US-TX","National Wildlife Refuge"
"K-0550","Lower Rio Grande Valley","US-TX","National Wildlife Refuge"
"K-0551","McFaddin","US-TX","National Wildlife Refuge"
"K-0552","Muleshoe","US-TX","National Wildlife Refuge"
"K-0553","San Bernard","US-TX","National Wildlife Refuge"
"K-0554","Santa Ana","US-TX","National Wildlife Refuge"
"K-0555","Texas Point","US-TX","National Wildlife Refuge"
"K-0556","Trinity River","US-TX","National Wildlife Refuge"
"K-0557","Bear River","US-UT","National Wildlife Refuge"
"K-0558","Fish Springs","US-UT","National Wildlife Refuge"
"K-0559","Ouray","US-UT","National Wildlife Refuge"
"K-0560","Back Bay","US-VA","National Wildlife Refuge"
"K-0561","Chincoteague","US-VA","National Wildlife Refuge"
"K-0562","Eastern Shore of Virginia","US-VA","National Wildlife Refuge"
"K-0563","Elizabeth Hartwell Mason Neck","US-VA","National Wildlife Refuge"
"K-0564","Featherstone","US-VA","National Wildlife Refuge"
"K-0565","Fisherman Island","US-VA","National Wildlife Refuge"
"K-0566","Great Dismal Swamp","US-VA","National Wildlife Refuge"
"K-0567","James River","US-VA","National Wildlife Refuge"
"K-0568","Nansemond","US-VA","National Wildlife Refuge"
"K-0569","Occoquan Bay","US-VA","National Wildlife Refuge"
"K-0570","Plum Tree Island","US-VA","National Wildlife Refuge"
"K-0571","Presquile","US-VA","National Wildlife Refuge"
"K-0572","Rappahannock River Valley","US-VA","National Wildlife Refuge"
"K-0573","Wallops Island","US-VA","National Wildlife Refuge"
"K-0574","Missisquoi","US-VT","National Wildlife Refuge"
"K-0575","Columbia","US-WA","National Wildlife Refuge"
"K-0576","Conboy Lake","US-WA","National Wildlife Refuge"
"K-0577","Copalis","US-WA","National Wildlife Refuge"
"K-0578","Dungeness","US-WA","National Wildlife Refuge"
"K-0579","Flattery Rocks","US-WA","National Wildlife Refuge"
"K-0580","Franz Lake","US-WA","National Wildlife Refuge"
"K-0581","Grays Harbor","US-WA","National Wildlife Refuge"
"K-0582","Julia Butler Hansen Refuge for the Columbian White-Tailed Deer","US-WA","National Wildlife Refuge"
"K-0583","Lewis and Clark","US-OR","National Wildlife Refuge"
"K-0584","Little Pend Oreille","US-WA","National Wildlife Refuge"
"K-0585","Mcnary","US-WA","National Wildlife Refuge"
"K-0586","Billy Frank Jr. Nisqually","US-WA","National Wildlife Refuge"
"K-0587","Pierce","US-WA","National Wildlife Refuge"
"K-0588","Protection Island","US-WA","National Wildlife Refuge"
"K-0589","Quillayute Needles","US-WA","National Wildlife Refuge"
"K-0590","Ridgefield","US-WA","National Wildlife Refuge"
"K-0591","Saddle Mountain","US-WA","National Wildlife Refuge"
"K-0592","San Juan Islands","US-WA","National Wildlife Refuge"
"K-0593","Steigerwald Lake","US-WA","National Wildlife Refuge"
"K-0594","Toppenish","US-WA","National Wildlife Refuge"
"K-0595","Turnbull","US-WA","National Wildlife Refuge"
"K-0596","Umatilla","US-WA","National Wildlife Refuge"
"K-0597","Willapa","US-WA","National Wildlife Refuge"
"K-0598","Fox River","US-WI","National Wildlife Refuge"
"K-0599","Gravel Island","US-WI","National Wildlife Refuge"
"K-0600","Green Bay","US-WI","National Wildlife Refuge"
"K-0601","Horicon","US-WI","National Wildlife Refuge"
"K-0602","Leopold","US-WI","Wetland Management District"
"K-0603","Necedah","US-WI","National Wildlife Refuge"
"K-0604","St. Croix","US-WI","Wetland Management District"
"K-0605","Trempealeau","US-WI","National Wildlife Refuge"
"K-0606","Whittlesey Creek","US-WI","National Wildlife Refuge"
"K-0607","Canaan Valley","US-WV","National Wildlife Refuge"
"K-0608","Ohio River Islands","US-WV","National Wildlife Refuge"
"K-0609","Bamforth","US-WY","National Wildlife Refuge"
"K-0610","Cokeville Meadows","US-WY","National Wildlife Refuge"
"K-0611","Hutton Lake","US-WY","National Wildlife Refuge"
"K-0612","Mortenson Lake","US-WY","National Wildlife Refuge"
"K-0613","National Elk","US-WY","Refuge"
"K-0614","Pathfinder","US-WY","National Wildlife Refuge"
"K-0615","Seedskadee","US-WY","National Wildlife Refuge"
"K-0616","Buck Island","US-VI","National Wildlife Refuge"
"K-0617","Green Cay","US-VI","National Wildlife Refuge"
"K-0618","Sandy Point","US-VI","National Wildlife Refuge"
"K-0619","Allegheny","US-PA","National Forest"
"K-0620","Beechwood Farms","US-PA","Nature Reserve"
"K-0621","Todd Sanctuary","US-PA","Nature Preserve"
"K-0622","Bear Run","US-PA","Nature Reserve"
"K-0623","Powdermill","US-PA","Nature Reserve"
"K-0624","Roaring Run","US-PA","Natural Area"
"K-0625","Mount Davis","US-PA","Natural Area"
"K-0626","Sweet Root","US-PA","Natural Area"
"K-0627","Pine Ridge","US-PA","Natural Area"
"K-0628","Charles F. Lewis","US-PA","Natural Area"
"K-0629","Tomlinson Run","US-WV","State Park"
"K-0630","Coopers Rock","US-WV","State Park"
"K-0631","Cathedral","US-WV","State Park"
"K-0632","Monongahela","US-WV","National Forest"
"K-0633","Caddo Lake","US-TX","National Wildlife Refuge"
"K-0634","Little Talbot","US-FL","State Park"
"K-0635","St. George","US-FL","State Park"
"K-0636","Jekyll Island","US-GA","State Park"
"K-0637","Mills Park","US-AR","Natural Area"
"K-0638","Lorance Creek","US-AR","Natural Area"
"K-0639","Los Padres","US-CA","National Forest"
"K-0640","Pinnacles","US-CA","National Park"
"K-0641","Little River Canyon","US-AL","National Preserve"
"K-0642","Natchez Trace Parkway","US-MS","National Scenic Trail"
"K-0643","Noatak","US-AK","National Preserve"
"K-0644","Bering Land Bridge","US-AK","National Preserve"
"K-0645","Glen Canyon","US-UT","National Recreation Area"
"K-0646","Buffalo National River","US-AR","National River"
"K-0647","Golden Gate","US-CA","National Recreation Area"
"K-0648","Santa Monica Mountains","US-CA","National Recreation Area"
"K-0649","Whiskeytown-Shasta-Trinity","US-CA","National Recreation Area"
"K-0650","Mojave","US-CA","National Preserve"
"K-0651","Point Reyes","US-CA","National Seashore"
"K-0652","Curecanti","US-CO","National Recreation Area"
"K-0653","Constitution Gardens","US-DC","Park"
"K-0654","National Capital Parks","US-MD","National Park"
"K-0655","National Mall","US-DC","Park"
"K-0656","Rock Creek Park","US-DC","National Park"
"K-0657","White House","US-DC","Park"
"K-0658","Timucuan","US-FL","Ecological and Historic Preserve"
"K-0659","Big Cypress","US-FL","National Preserve"
"K-0660","Canaveral","US-FL","National Seashore"
"K-0661","Gulf Islands","US-FL","National Seashore"
"K-0662","Chattahoochee River","US-GA","National Recreation Area"
"K-0663","Cumberland Island","US-GA","National Seashore"
"K-0664","City of Rocks","US-ID","National Reserve"
"K-0665","Craters of the Moon","US-ID","National Monument"
"K-0666","Catoctin Mountain Park","US-MD","National Park"
"K-0667","Fort Washington Park","US-MD","National Park"
"K-0668","Greenbelt Park","US-MD","National Park"
"K-0669","Piscataway Park","US-MD","National Park"
"K-0670","George Washington Memorial Parkway","US-VA","Memorial Parkway"
"K-0671","Assateague Island","US-MD","National Seashore"
"K-0672","Cape Cod","US-MA","National Seashore"
"K-0673","Saint Croix","US-MN","National Scenic River"
"K-0674","Bighorn Canyon","US-MT","National Recreation Area"
"K-0675","Missouri","US-NE","National Recreational River"
"K-0676","Lake Mead","US-NV","National Recreation Area"
"K-0677","Great Egg Harbor","US-NJ","National Scenic and Recreational River"
"K-0678","Valles Caldera","US-NM","National Preserve"
"K-0679","Fire Island","US-NY","National Seashore"
"K-0680","Gateway","US-NY","National Recreation Area"
"K-0681","Upper Delaware","US-PA","Scenic and Recreational River"
"K-0682","Cape Hatteras","US-NC","National Seashore"
"K-0683","Cape Lookout","US-NC","National Seashore"
"K-0684","Delaware","US-NJ","National and Scenic River"
"K-0685","Obed","US-TN","Wild and Scenic River"
"K-0686","Big South Fork","US-TN","National River and Recreation Area"
"K-0687","Amistad","US-TX","National Recreation Area"
"K-0688","Lake Meredith","US-TX","National Recreation Area"
"K-0689","Big Thicket","US-TX","National Preserves"
"K-0690","Padre Island","US-TX","National Seashore"
"K-0691","Prince William Forest Park","US-VA","National Park"
"K-0692","Wolf Trap","US-VA","National Park"
"K-0693","Ross Lake","US-WA","National Recreation Area"
"K-0694","Ebey's Landing","US-WA","National Historical Reserve"
"K-0695","Gauley River","US-WV","National Recreation Area"
"K-0696","New River Gorge","US-WV","National River"
"K-0697","Bluestone","US-WV","National Scenic River"
"K-0698","John D. Rockefeller Jr.","US-WY","Memorial Parkway"
"K-0699","Lake Roosevelt","US-WA","National Recreation Park"
"K-0700","Antietam","US-MD","National Battlefield"
"K-0701","Big Hole","US-MT","National Battlefield"
"K-0702","Cowpens","US-SC","National Battlefield"
"K-0703","Fort Donelson","US-TN","National Battlefield"
"K-0704","Fort Necessity","US-PA","National Battlefield"
"K-0705","Monocacy","US-MD","National Battlefield"
"K-0706","Moores Creek","US-NC","National Battlefield"
"K-0707","Petersburg","US-VA","National Battlefield"
"K-0708","Stones River","US-TN","National Battlefield"
"K-0709","Tupelo","US-MS","National Battlefield"
"K-0710","Wilson's Creek","US-MO","National Battlefield"
"K-0711","Kennesaw Mountain","US-GA","National Battlefield"
"K-0712","Manassas","US-VA","National Battlefield Park"
"K-0713","Richmond","US-VA","National Battlefield Park"
"K-0714","River Raisin","US-MI","National Battlefield Park"
"K-0715","Brices Cross Roads","US-MS","National Battlefield Site"
"K-0716","Chickamauga and Chattanooga","US-GA","National Military Park"
"K-0717","Fredericksburg and Spotsylvania","US-VA","National Military Park"
"K-0718","Guilford Courthouse","US-NC","National Military Park"
"K-0719","Horseshoe Bend","US-AL","National Military Park"
"K-0720","Kings Mountain","US-SC","National Military Park"
"K-0721","Pea Ridge","US-AR","National Military Park"
"K-0722","Shiloh","US-TN","National Battlefield"
"K-0723","VIcksburg","US-MS","National Military Park"
"K-0724","Abraham Lincoln Birthplace","US-KY","National Historic Site"
"K-0725","Adams","US-MA","National Historical Park"
"K-0726","Appomattox Court House","US-VA","National Historical Park"
"K-0728","Boston","US-MA","National Historical Park"
"K-0729","Cane River Creole","US-LA","National Historical Park"
"K-0730","Cedar Grove and Belle Grove","US-VA","Historical Park"
"K-0732","Dayton Aviation Heritage","US-OH","National Historical Park"
"K-0733","First State","US-DE","National Historical Park"
"K-0734","George Rogers Clark","US-IN","National Historical Park"
"K-0735","Harpers Ferry","US-WV","National Historical Park"
"K-0736","Harriet Tubman Underground Railroad","US-MD","National Historical Park"
"K-0737","Hopewell Culture","US-OH","National Historical Park"
"K-0738","Independence","US-PA","National Historical Park"
"K-0739","Kaloko-Honokohau","US-HI","National Historical Park"
"K-0740","Keweenaw","US-MI","National Historical Park"
"K-0741","Klondike Gold Rush","US-AK","National Historical Park"
"K-0742","Lowell","US-MA","National Historical Park"
"K-0743","Lyndon B. Johnson","US-TX","National Historic Park"
"K-0744","Marsh-Billings-Rockefeller","US-VT","National Historical Park"
"K-0745","Minute Man","US-MA","National Historical Park"
"K-0746","Morristown","US-NJ","National Historical Park"
"K-0747","Natchez","US-MS","National Historical Park"
"K-0748","New Bedford Whaling","US-MA","National Historical Park"
"K-0749","New Orleans Jazz","US-LA","National Historical Park"
"K-0750","Palo Alto Battlefield","US-TX","National Historical Site"
"K-0751","Paterson Great Falls","US-NJ","National Historical Park"
"K-0752","Pecos","US-NM","National Historic Park"
"K-0753","Pu'uhonua o Honaunau","US-HI","National Historical Park"
"K-0754","Rosie the Riveter WWII Home Front","US-CA","National Historical Park"
"K-0755","Salt River Bay","US-VI","National Historical Park and Ecological Preserve"
"K-0756","San Antonio Missions","US-TX","National Historic Park"
"K-0757","San Francisco Maritime","US-CA","National Historical Park"
"K-0758","Sitka","US-AK","National Historical Park"
"K-0759","Thomas Edison","US-NJ","National Historical Park"
"K-0760","Tumacacori","US-AZ","National Historical Park"
"K-0761","Valley Forge","US-PA","National Historical Park"
"K-0762","War in the Pacific","US-KH2","National Historical Park"
"K-0763","Women's Rights","US-NY","National Historical Park"
"K-0764","Apostle Islands","US-WI","National Lakeshore"
"K-0765","Indiana Dunes","US-IN","National Lakeshore"
"K-0766","Pictured Rocks","US-MI","National Lakeshore"
"K-0767","Sleeping Bear Dunes","US-MI","National Lakeshore"
"K-0768","Arkansas Post","US-AR","National Memorial"
"K-0769","Arlington House - The Robert E. Lee","US-VA","National Memorial"
"K-0770","Chamizal","US-NM","National Memorial"
"K-0771","Coronado","US-AZ","National Memorial"
"K-0772","De Soto","US-FL","National Memorial"
"K-0773","Federal Hall","US-NY","National Memorial"
"K-0774","Flight 93","US-PA","National Memorial"
"K-0775","Fort Caroline","US-FL","National Memorial"
"K-0776","Franklin Roosevelt","US-DC","National Memorial"
"K-0777","General Grant","US-NY","National Memorial"
"K-0778","Hamilton Grange","US-NY","National Memorial"
"K-0779","Jefferson National Expansion Memorial","US-MO","National Memorial"
"K-0780","Korean War Veterans","US-DC","National Memorial"
"K-0781","Johnstown Flood","US-PA","National Memorial"
"K-0782","Lincoln Boyhood Home","US-IN","National Memorial"
"K-0783","Lincoln","US-DC","National Memorial"
"K-0784","Lyndon Baines Johnson Memorial Grove on the Potomac","US-VA","National Memorial"
"K-0785","Martin Luther King Jr.","US-DC","National Memorial"
